"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"17365-6779","RB","LeSean","","McCoy","19.09230745755709","13","9100","MIA@BUF","BUF","MIA","","","",""
"17365-6498","QB","Tom","","Brady","21.436000061035155","10","9000","NYJ@NE","NE","NYJ","","","",""
"17365-32384","WR","Mike","","Evans","15.849999564034599","14","8900","TB@NO","TB","NO","","","",""
"17365-62497","RB","David","","Johnson","23.59285627092634","14","8700","ARI@SEA","ARI","SEA","","","",""
"17365-28900","RB","Melvin","","Gordon","17.7000004695012","13","8600","SD@CLE","SD","CLE","Q","Hip","",""
"17365-6894","QB","Aaron","","Rodgers","22.54571533203125","14","8600","MIN@GB","GB","MIN","","","",""
"17365-6504","QB","Drew","","Brees","22.161429268973215","14","8500","TB@NO","NO","TB","","","",""
"17365-14190","WR","Julio","","Jones","15.941666920979818","12","8500","ATL@CAR","ATL","CAR","Q","Toe","",""
"17365-14254","RB","DeMarco","","Murray","18.42142813546317","14","8400","TEN@JAC","TEN","JAC","","","",""
"17365-21939","QB","Andrew","","Luck","21.11076941856971","13","8300","IND@OAK","IND","OAK","","","",""
"17365-7968","QB","Philip","","Rivers","17.37142835344587","14","8200","SD@CLE","SD","CLE","","","",""
"17365-6616","QB","Matt","","Ryan","21.78857203892299","14","8100","ATL@CAR","ATL","CAR","","","",""
"17365-45859","QB","Derek","","Carr","18.028570992606028","14","8100","IND@OAK","OAK","IND","","","",""
"17365-24849","QB","Jameis","","Winston","17.481428963797434","14","8000","TB@NO","TB","NO","","","",""
"17365-30447","RB","Todd","","Gurley","10.771428789411272","14","7900","SF@LA","LA","SF","","","",""
"17365-14185","QB","Cam","","Newton","18.638333638509113","12","7900","ATL@CAR","CAR","ATL","","","",""
"17365-24920","RB","Devonta","","Freeman","15.57857186453683","14","7800","ATL@CAR","ATL","CAR","","","",""
"17365-22038","QB","Kirk","","Cousins","19.869229830228366","13","7800","WAS@CHI","WAS","CHI","","","",""
"17365-29358","QB","Marcus","","Mariota","18.619999476841517","14","7800","TEN@JAC","TEN","JAC","","","",""
"17365-6893","WR","Jordy","","Nelson","15.335714067731585","14","7800","MIN@GB","GB","MIN","","","",""
"17365-22015","QB","Russell","","Wilson","16.552857535226003","14","7700","ARI@SEA","SEA","ARI","","","",""
"17365-22031","WR","T.Y.","","Hilton","14.37857164655413","14","7600","IND@OAK","IND","OAK","","","",""
"17365-14231","QB","Colin","","Kaepernick","18.344445122612846","9","7600","SF@LA","SF","LA","","","",""
"17365-14377","QB","Tyrod","","Taylor","17.554285321916854","14","7500","MIA@BUF","BUF","MIA","","","",""
"17365-14187","WR","A.J.","","Green","15.339999389648436","10","7400","CIN@HOU","CIN","HOU","Q","Hamstring","",""
"17365-14225","QB","Andy","","Dalton","17.248571123395646","14","7400","CIN@HOU","CIN","HOU","","","",""
"17365-34331","RB","Latavius","","Murray","15.216667175292968","12","7300","IND@OAK","OAK","IND","","","",""
"17365-42142","RB","Jordan","","Howard","14.523077157827524","13","7200","WAS@CHI","CHI","WAS","","","",""
"17365-31001","WR","Amari","","Cooper","12.057143075125557","14","7200","IND@OAK","OAK","IND","","","",""
"17365-11779","RB","LeGarrette","","Blount","14.37857164655413","14","7200","NYJ@NE","NE","NYJ","","","",""
"17365-28473","RB","Carlos","","Hyde","13.908332824707031","12","7100","SF@LA","SF","LA","","","",""
"17365-29501","WR","Brandin","","Cooks","14.73846200796274","13","7100","TB@NO","NO","TB","","","",""
"17365-14626","WR","Doug","","Baldwin","12.214285714285713","14","7000","ARI@SEA","SEA","ARI","","","",""
"17365-21970","RB","Doug","","Martin","9.8125","8","7000","TB@NO","TB","NO","","","",""
"17365-21980","WR","Alshon","","Jeffery","10.69000015258789","10","7000","WAS@CHI","CHI","WAS","","","",""
"17365-30298","TE","Jordan","","Reed","12.4","10","7000","WAS@CHI","WAS","CHI","","","",""
"17365-6748","QB","Carson","","Palmer","16.973846435546875","13","7000","ARI@SEA","ARI","SEA","","","",""
"17365-22037","RB","Lamar","","Miller","12.542857578822545","14","6900","CIN@HOU","HOU","CIN","Q","Ankle","",""
"17365-28573","WR","Michael","","Thomas","13.1000002347506","13","6900","TB@NO","NO","TB","","","",""
"17365-62535","WR","Tyrell","","Williams","11.285714285714286","14","6800","SD@CLE","SD","CLE","","","",""
"17365-31397","RB","Jeremy","","Hill","11.785714285714286","14","6800","CIN@HOU","CIN","HOU","","","",""
"17365-6914","TE","Greg","","Olsen","11.015384380634014","13","6800","ATL@CAR","CAR","ATL","","","",""
"17365-24929","WR","Kelvin","","Benjamin","10","13","6700","ATL@CAR","CAR","ATL","","","",""
"17365-7859","WR","Julian","","Edelman","10.157142639160156","14","6700","NYJ@NE","NE","NYJ","","","",""
"17365-6883","WR","Larry","","Fitzgerald","12.314285278320312","14","6700","ARI@SEA","ARI","SEA","","","",""
"17365-33557","TE","Tyler","","Eifert","10.487500190734863","8","6700","CIN@HOU","CIN","HOU","","","",""
"17365-46882","RB","Jay","","Ajayi","12.692307692307691","13","6700","MIA@BUF","MIA","BUF","","","",""
"17365-16606","WR","DeAndre","","Hopkins","9.771428789411272","14","6600","CIN@HOU","HOU","CIN","","","",""
"17365-7659","QB","Ryan","","Fitzpatrick","10.854999542236328","12","6600","NYJ@NE","NYJ","NE","","","",""
"17365-45889","WR","Davante","","Adams","12.62142835344587","14","6600","MIN@GB","GB","MIN","","","",""
"17365-6759","WR","Brandon","","Marshall","8.75","14","6500","NYJ@NE","NYJ","NE","","","",""
"17365-6808","QB","Matt","","Moore","13.15999984741211","2","6500","MIA@BUF","MIA","BUF","","","",""
"17365-31394","WR","Jarvis","","Landry","11.557143075125557","14","6500","MIA@BUF","MIA","BUF","","","",""
"17365-14320","RB","Bilal","","Powell","9.885713849748883","14","6500","NYJ@NE","NYJ","NE","","","",""
"17365-6703","RB","Adrian","","Peterson","2.5","3","6400","MIN@GB","MIN","GB","","","",""
"17365-6733","RB","Jonathan","","Stewart","10.85","10","6400","ATL@CAR","CAR","ATL","","","",""
"17365-6863","TE","Delanie","","Walker","10.753846388596754","13","6400","TEN@JAC","TEN","JAC","","","",""
"17365-6899","RB","Matt","","Forte","12.042857578822545","14","6400","NYJ@NE","NYJ","NE","","","",""
"17365-29734","RB","Ty","","Montgomery","8.06923088660607","13","6300","MIN@GB","GB","MIN","","","",""
"17365-25969","QB","Tom","","Savage","10.399999618530273","1","6300","CIN@HOU","HOU","CIN","","","",""
"17365-6739","WR","DeSean","","Jackson","9.966666539510091","12","6300","WAS@CHI","WAS","CHI","","","",""
"17365-14211","RB","Mark","","Ingram","12.335714067731585","14","6300","TB@NO","NO","TB","","","",""
"17365-29605","QB","Matt","","Barkley","12.344000244140625","5","6300","WAS@CHI","CHI","WAS","","","",""
"17365-9392","WR","Michael","","Crabtree","12.507143293108258","14","6200","IND@OAK","OAK","IND","","","",""
"17365-11512","TE","Jimmy","","Graham","9.792857578822545","14","6200","ARI@SEA","SEA","ARI","","","",""
"17365-6535","WR","Kenny","","Britt","11.442856924874442","14","6200","SF@LA","LA","SF","","","",""
"17365-28095","RB","Thomas","","Rawls","8.685714176722935","7","6200","ARI@SEA","SEA","ARI","","","",""
"17365-34308","QB","Blake","","Bortles","17.58999960763114","14","6200","TEN@JAC","JAC","TEN","","","",""
"17365-38435","QB","Jared","","Goff","9.872000122070312","5","6200","SF@LA","LA","SF","Q","Concussion","",""
"17365-27776","RB","Tevin","","Coleman","12.836363358931107","11","6100","ATL@CAR","ATL","CAR","","","",""
"17365-31874","RB","Kenneth","","Farrow","2.5555555555555553","9","6100","SD@CLE","SD","CLE","","","",""
"17365-11414","QB","Sam","","Bradford","13.63076899601863","13","6100","MIN@GB","MIN","GB","","","",""
"17365-21941","QB","Robert","","Griffin III","13.733333587646484","3","6100","SD@CLE","CLE","SD","","","",""
"17365-25079","WR","Stefon","","Diggs","11.699999491373697","12","6100","MIN@GB","MIN","GB","","","",""
"17365-30428","WR","Malcolm","","Mitchell","6.881817904385653","11","6100","NYJ@NE","NE","NYJ","","","",""
"17365-15212","WR","Terrelle","","Pryor Sr.","11.210000174386161","14","6100","SD@CLE","CLE","SD","Q","Finger","",""
"17365-29715","QB","Kevin","","Hogan","6.21999994913737","3","6000","SD@CLE","CLE","SD","","","",""
"17365-31798","QB","Bryce","","Petty","8.05199966430664","5","6000","NYJ@NE","NYJ","NE","Q","Chest","",""
"17365-24641","WR","Sammy","","Watkins","6.5","6","6000","MIA@BUF","BUF","MIA","","","",""
"17365-24755","WR","Jamison","","Crowder","12.169230534480167","13","6000","WAS@CHI","WAS","CHI","","","",""
"17365-25812","QB","Stephen","","Morris","0","0","6000","IND@OAK","IND","OAK","","","",""
"17365-54604","QB","Jimmy","","Garoppolo","8.859999656677246","4","6000","NYJ@NE","NE","NYJ","","","",""
"17365-14696","QB","Scott","","Tolzien","5.46999979019165","2","6000","IND@OAK","IND","OAK","","","",""
"17365-44449","WR","Willie","","Snead","10.976922842172475","13","6000","TB@NO","NO","TB","","","",""
"17365-21948","QB","Ryan","","Tannehill","15.553845919095552","13","6000","MIA@BUF","MIA","BUF","O","Knee","",""
"17365-21959","QB","Brandon","","Weeden","11.403333028157552","6","6000","CIN@HOU","HOU","CIN","","","",""
"17365-22994","QB","Case","","Keenum","12.213999938964843","10","6000","SF@LA","LA","SF","","","",""
"17365-21994","QB","Brock","","Osweiler","11.732856750488281","14","6000","CIN@HOU","HOU","CIN","","","",""
"17365-33260","WR","DeVante","","Parker","7.915384732759916","13","6000","MIA@BUF","MIA","BUF","","","",""
"17365-6679","QB","Matt","","Schaub","0.14666666587193808","3","6000","ATL@CAR","ATL","CAR","","","",""
"17365-30231","QB","Jacoby","","Brissett","9.433333079020181","3","6000","NYJ@NE","NE","NYJ","IR","Thumb","",""
"17365-7744","QB","Drew","","Stanton","3.265000104904175","4","6000","ARI@SEA","ARI","SEA","","","",""
"17365-7778","QB","Matt","","Cassel","0.25","2","6000","TEN@JAC","TEN","JAC","","","",""
"17365-6803","QB","Josh","","McCown","11.61999969482422","5","6000","SD@CLE","CLE","SD","","","",""
"17365-6840","RB","Frank","","Gore","12.835714067731585","14","6000","IND@OAK","IND","OAK","","","",""
"17365-6844","QB","Shaun","","Hill","5.239999771118164","2","6000","MIN@GB","MIN","GB","","","",""
"17365-7872","QB","Brian","","Hoyer","13.266666412353515","6","6000","WAS@CHI","CHI","WAS","IR","Forearm","",""
"17365-32514","QB","Trevone","","Boykin","2.1733333269755044","3","6000","ARI@SEA","SEA","ARI","","","",""
"17365-7970","QB","Charlie","","Whitehurst","10.380000114440918","1","6000","SD@CLE","CLE","SD","","","",""
"17365-25410","QB","Mike","","Glennon","9","1","6000","TB@NO","TB","NO","","","",""
"17365-28515","QB","Cardale","","Jones","0","0","6000","MIA@BUF","BUF","MIA","","","",""
"17365-14194","QB","Blaine","","Gabbert","13.199999491373697","6","6000","SF@LA","SF","LA","","","",""
"17365-29587","QB","Cody","","Kessler","9.819999694824218","8","6000","SD@CLE","CLE","SD","","","",""
"17365-14237","TE","Kyle","","Rudolph","9.714285714285713","14","6000","MIN@GB","MIN","GB","","","",""
"17365-31047","QB","AJ","","McCarron","8.17999976021903","7","5900","CIN@HOU","CIN","HOU","","","",""
"17365-54753","WR","Taylor","","Gabriel","10.863636363636363","11","5900","ATL@CAR","ATL","CAR","","","",""
"17365-31561","WR","Donte","","Moncrief","9.699999809265136","8","5900","IND@OAK","IND","OAK","Q","Hamstring","",""
"17365-29593","WR","Marqise","","Lee","8.521428789411272","14","5900","TEN@JAC","JAC","TEN","","","",""
"17365-11495","WR","Brandon","","LaFell","8.700000217982701","14","5800","CIN@HOU","CIN","HOU","","","",""
"17365-33766","RB","Rob","","Kelley","9.145454406738281","11","5800","WAS@CHI","WAS","CHI","","","",""
"17365-54684","RB","Isaiah","","Crowell","10.642857142857142","14","5700","SD@CLE","CLE","SD","","","",""
"17365-22163","WR","Rishard","","Matthews","10.464285714285713","14","5700","TEN@JAC","TEN","JAC","","","",""
"17365-39716","WR","Adam","","Thielen","8.635714394705635","14","5700","MIN@GB","MIN","GB","Q","Neck","",""
"17365-6448","TE","Martellus","","Bennett","8.635714394705635","14","5600","NYJ@NE","NE","NYJ","","","",""
"17365-14645","WR","Dontrelle","","Inman","8.642857142857142","14","5600","SD@CLE","SD","CLE","","","",""
"17365-54782","TE","Cameron","","Brate","9.62857164655413","14","5600","TB@NO","TB","NO","","","",""
"17365-14257","WR","Randall","","Cobb","9.1000002347506","13","5600","MIN@GB","GB","MIN","","","",""
"17365-28643","WR","Allen","","Robinson","9.492856706891741","14","5600","TEN@JAC","JAC","TEN","","","",""
"17365-28677","QB","Matt","","McGloin","0","1","5500","IND@OAK","OAK","IND","","","",""
"17365-62538","WR","Cameron","","Meredith","9.191666920979818","12","5500","WAS@CHI","CHI","WAS","","","",""
"17365-11500","QB","Colt","","McCoy","8.819999694824218","1","5500","WAS@CHI","WAS","CHI","","","",""
"17365-6774","WR","Pierre","","Garcon","9.792307927058292","13","5500","WAS@CHI","WAS","CHI","","","",""
"17365-26251","WR","Robby","","Anderson","7.299999872843425","12","5500","NYJ@NE","NYJ","NE","","","",""
"17365-7844","QB","Chad","","Henne","-0.20000000298023224","1","5500","TEN@JAC","JAC","TEN","","","",""
"17365-6828","RB","Tim","","Hightower","7.314285823277065","14","5500","TB@NO","NO","TB","","","",""
"17365-32243","WR","Marquise","","Goodwin","6.016666412353516","12","5400","MIA@BUF","BUF","MIA","","","",""
"17365-7965","TE","Antonio","","Gates","7.990909229625355","11","5400","SD@CLE","SD","CLE","","","",""
"17365-40845","TE","Hunter","","Henry","8.291666666666666","12","5400","SD@CLE","SD","CLE","","","",""
"17365-54608","RB","Jerick","","McKinnon","7.030769348144531","13","5300","MIN@GB","MIN","GB","","","",""
"17365-14704","WR","Chris","","Hogan","7.884615384615385","13","5300","NYJ@NE","NE","NYJ","","","",""
"17365-39280","RB","Derrick","","Henry","6.783333460489909","12","5300","TEN@JAC","TEN","JAC","","","",""
"17365-30108","WR","Marquess","","Wilson","8.833333333333334","3","5300","WAS@CHI","CHI","WAS","IR","Foot","",""
"17365-22048","RB","Robert","","Turbin","5.776922959547776","13","5300","IND@OAK","IND","OAK","","","",""
"17365-40669","WR","Tyler","","Boyd","6.228571210588727","14","5300","CIN@HOU","CIN","HOU","","","",""
"17365-31061","RB","T.J.","","Yeldon","8.014285496303014","14","5200","TEN@JAC","JAC","TEN","","","",""
"17365-10647","K","Matt","","Bryant","10.785714285714286","14","5200","ATL@CAR","ATL","CAR","","","",""
"17365-22004","TE","Dwayne","","Allen","6.716666539510091","12","5200","IND@OAK","IND","OAK","","","",""
"17365-22018","WR","Mohamed","","Sanu","7.769230769230769","13","5200","ATL@CAR","ATL","CAR","","","",""
"17365-11864","RB","Chris","","Ivory","6.709999847412109","10","5200","TEN@JAC","JAC","TEN","","","",""
"17365-14198","QB","Christian","","Ponder","0","0","5200","SF@LA","SF","LA","","","",""
"17365-14339","RB","Dion","","Lewis","6.759999847412109","5","5100","NYJ@NE","NE","NYJ","","","",""
"17365-30775","WR","Justin","","Hunter","5.125","8","5100","MIA@BUF","BUF","MIA","","","",""
"17365-11609","RB","James","","Starks","5.488889058430989","9","5100","MIN@GB","GB","MIN","Q","Concussion","",""
"17365-14757","RB","Matt","","Asiata","7.328571319580078","14","5100","MIN@GB","MIN","GB","","","",""
"17365-28144","TE","Dion","","Sims","5.509090770374645","11","5100","MIA@BUF","MIA","BUF","","","",""
"17365-6668","K","Adam","","Vinatieri","9.714285714285713","14","5100","IND@OAK","IND","OAK","","","",""
"17365-30237","RB","Mike","","Gillislee","7.738461421086238","13","5100","MIA@BUF","BUF","MIA","","","",""
"17365-32418","RB","Christine","","Michael","9.453846271221454","13","5100","MIN@GB","GB","MIN","","","",""
"17365-27457","WR","Kenny","","Stills","8.892857142857142","14","5100","MIA@BUF","MIA","BUF","","","",""
"17365-31732","WR","Corey","","Coleman","8.362500190734863","8","5100","SD@CLE","CLE","SD","","","",""
"17365-29685","WR","Robert","","Woods","7.390909368341619","11","5100","MIA@BUF","BUF","MIA","","","",""
"17365-42028","WR","Will","","Fuller V","7.950000127156575","12","5000","CIN@HOU","HOU","CIN","","","",""
"17365-53331","QB","Taylor","","Heinicke","0","0","5000","MIN@GB","MIN","GB","","","",""
"17365-27801","QB","Nate","","Sudfeld","0","0","5000","WAS@CHI","WAS","CHI","NA","Coach's decision","",""
"17365-29915","QB","Brett","","Hundley","-0.17333332697550455","3","5000","MIN@GB","GB","MIN","","","",""
"17365-6373","QB","Derek","","Anderson","5.380000114440918","4","5000","ATL@CAR","CAR","ATL","","","",""
"17365-12541","D","New England","","Patriots","7.642857142857143","14","5000","NYJ@NE","NE","NYJ","","","",""
"17365-26877","QB","Jake","","Heaps","0","0","5000","ARI@SEA","SEA","ARI","","","",""
"17365-12550","D","Seattle","","Seahawks","7.714285714285714","14","5000","ARI@SEA","SEA","ARI","","","",""
"17365-11615","QB","Joe","","Webb","0.1600000023841858","5","5000","ATL@CAR","CAR","ATL","","","",""
"17365-34154","WR","J.J.","","Nelson","7.658333460489909","12","5000","ARI@SEA","ARI","SEA","","","",""
"17365-24949","QB","EJ","","Manuel","1.2999999523162841","4","5000","MIA@BUF","BUF","MIA","","","",""
"17365-47523","WR","Tajae","","Sharpe","5.607142857142857","14","5000","TEN@JAC","TEN","JAC","","","",""
"17365-31170","QB","Brandon","","Allen","0","0","5000","TEN@JAC","JAC","TEN","","","",""
"17365-44500","QB","Keith","","Wenning","0","0","5000","CIN@HOU","CIN","HOU","","","",""
"17365-70127","QB","Griffin","","Neal","0","0","5000","TB@NO","NO","TB","","","",""
"17365-28163","QB","Connor","","Cook","0","0","5000","IND@OAK","OAK","IND","","","",""
"17365-23075","QB","Alex","","Tanney","7.960000038146973","1","5000","TEN@JAC","TEN","JAC","","","",""
"17365-30253","QB","Jeff","","Driskel","0","0","5000","CIN@HOU","CIN","HOU","","","",""
"17365-7761","TE","Jared","","Cook","5.487500190734863","8","5000","MIN@GB","GB","MIN","","","",""
"17365-7831","K","Sebastian","","Janikowski","9.785714285714286","14","5000","IND@OAK","OAK","IND","","","",""
"17365-34459","QB","B.J.","","Daniels","0.9200000166893005","4","5000","ATL@CAR","ATL","CAR","","","",""
"17365-47772","QB","Brandon","","Doughty","0","0","5000","MIA@BUF","MIA","BUF","","","",""
"17365-45797","QB","Garrett","","Grayson","0","1","5000","TB@NO","NO","TB","","","",""
"17365-7919","QB","Kellen","","Clemens","-0.10000000149011612","1","5000","SD@CLE","SD","CLE","","","",""
"17365-26355","QB","Logan","","Thomas","0","0","5000","MIA@BUF","BUF","MIA","","","",""
"17365-41732","QB","Christian","","Hackenberg","0","0","5000","NYJ@NE","NYJ","NE","","","",""
"17365-29445","QB","Sean","","Mannion","1.2400000095367431","1","5000","SF@LA","LA","SF","","","",""
"17365-70446","QB","Joe","","Callahan","0","0","5000","MIN@GB","GB","MIN","","","",""
"17365-70464","QB","Josh","","Woodrum","0","0","5000","WAS@CHI","CHI","WAS","","","",""
"17365-8051","QB","Luke","","McCown","6.199999809265137","2","5000","TB@NO","NO","TB","","","",""
"17365-33702","QB","Ryan","","Griffin","0","0","5000","TB@NO","TB","NO","","","",""
"17365-43956","QB","David","","Fales","0","0","5000","WAS@CHI","CHI","WAS","","","",""
"17365-14336","RB","Jacquizz","","Rodgers","7.637499809265137","8","4900","TB@NO","TB","NO","","","",""
"17365-14349","WR","Jeremy","","Kerley","6.921428680419922","14","4900","SF@LA","SF","LA","","","",""
